id	t	x	y	z	x2	y2	z2	dist	clust_size	joined_particles	date	movie_index
0	0	35.01691272146011	34.934284879629146	6.514917752331492	35.020904442010654	34.8821950416715	6.6719582099222015	0.1655022367574121	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	1	35.353871204549435	34.840151547184966	6.493907070886553	35.330119781346504	34.82979340409218	6.310573350260433	0.18515581101092013	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	2	35.30556945369821	34.7708730987004	6.295082251662022	35.27731083666976	34.758508187230674	6.456306671834875	0.1641485733477064	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	3	35.544901923516925	34.78963133986281	6.231551819124826	35.56472804242288	34.82822354020152	6.348315360395415	0.12456386911101013	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	4	35.627482970335606	34.66967263563049	6.267779409817747	35.55573715056705	34.69148008718574	6.377593165993131	0.1329740149162337	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	5	35.67865334857071	34.59901398865614	6.227717048727873	35.575207078244226	34.5831417953323	6.116212715998183	0.15292571262826665	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	8	35.85553678884134	33.997923511030194	6.484761938126622	35.80912368142483	33.96690716853963	6.141642194701455	0.34763105207921513	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	10	35.38824245969261	34.431424847492806	6.52167107193344	35.34737652392866	34.43668542374444	6.664848398354039	0.14898807056040714	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	11	35.655828459852884	34.49702842546509	6.505932057189425	35.709219502428816	34.4900800739098	6.411064979859248	0.1090809120692104	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	13	36.10602426151142	33.922698668501646	6.288455615710246	36.02208057603666	33.928605597330915	6.211694600697931	0.11390209640301245	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	14	36.07390537634952	33.589683552954675	6.274565401075683	36.143668622462506	33.61829205608109	6.667455547529133	0.4000600256706099	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	15	36.28764382045385	33.918246776429186	6.25020695574473	36.29803041824611	33.91163405972039	6.339944696669242	0.09057853819864778	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	17	37.23496400907083	33.93760451687104	6.537903980503369	37.229035781574055	33.969640230629565	6.410750580093517	0.131260877922783	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
0	18	37.4941352478389	33.917350872051074	6.501503423708716	37.50976083875268	33.88987226958261	6.698453136781268	0.19947035409901287	3	[10, 77, 116]	2020_10_21	2020_10_21_movie1-01
